order_id,customer_id,order_date,amount,refund_amount,status,product,payment_method
84,475,2024-08-26,0.0,0.0,completed,Free Plan,bank_transfer
85,161,2024-12-23,0.0,0.0,completed,Free Plan,bank_transfer
86,129,2024-06-13,29.99,0.0,completed,Premium Plan,paypal
87,425,2023-12-25,29.99,0.0,cancelled,Premium Plan,bank_transfer
88,364,2024-11-07,0.0,0.0,completed,Free Plan,bank_transfer
89,280,2023-12-09,9.99,0.0,completed,Basic Plan,credit_card
90,151,2024-07-25,0.0,0.0,completed,Free Plan,bank_transfer
91,39,2022-12-08,9.99,9.99,refunded,Basic Plan,bank_transfer
92,264,2024-09-23,29.99,0.0,completed,Premium Plan,paypal
93,143,2024-03-01,9.99,0.0,completed,Basic Plan,credit_card
94,300,2024-11-21,29.99,0.0,completed,Premium Plan,paypal
95,239,2023-12-02,29.99,0.0,completed,Premium Plan,paypal
96,306,2024-05-10,29.99,0.0,completed,Premium Plan,bank_transfer
97,316,2024-02-10,29.99,0.0,completed,Premium Plan,bank_transfer
98,282,2023-12-04,9.99,0.0,completed,Basic Plan,bank_transfer
99,163,2024-02-28,29.99,0.0,completed,Premium Plan,credit_card
100,267,2024-09-09,0.0,0.0,completed,Free Plan,credit_card
101,213,2023-10-09,0.0,0.0,completed,Free Plan,credit_card
102,179,2023-07-25,9.99,0.0,cancelled,Basic Plan,bank_transfer
103,170,2023-10-20,9.99,0.0,completed,Basic Plan,credit_card
104,487,2024-12-19,29.99,0.0,completed,Premium Plan,bank_transfer
105,422,2022-02-27,29.99,0.0,completed,Premium Plan,paypal
106,229,2023-12-19,29.99,0.0,cancelled,Premium Plan,bank_transfer
107,471,2024-03-11,9.99,9.99,refunded,Basic Plan,bank_transfer
108,454,2023-11-02,29.99,0.0,completed,Premium Plan,credit_card
109,198,2024-01-12,0.0,0.0,completed,Free Plan,paypal
110,13,2024-12-03,9.99,0.0,cancelled,Basic Plan,paypal
111,264,2024-12-19,29.99,0.0,completed,Premium Plan,paypal
112,23,2023-12-16,0.0,0.0,cancelled,Free Plan,credit_card
113,165,2024-01-18,9.99,0.0,completed,Basic Plan,credit_card
114,86,2024-12-31,0.0,0.0,completed,Free Plan,credit_card
115,108,2023-04-24,9.99,0.0,cancelled,Basic Plan,paypal
116,428,2023-05-07,29.99,0.0,completed,Premium Plan,bank_transfer
117,450,2024-06-04,9.99,0.0,completed,Basic Plan,bank_transfer
118,419,2022-07-27,9.99,0.0,completed,Basic Plan,credit_card
119,13,2024-10-05,9.99,0.0,completed,Basic Plan,credit_card
120,45,2024-06-12,0.0,0.0,completed,Free Plan,paypal
121,286,2024-09-11,9.99,0.0,completed,Basic Plan,credit_card
122,467,2024-05-20,0.0,0.0,completed,Free Plan,paypal
123,323,2024-07-04,9.99,0.0,completed,Basic Plan,credit_card
124,200,2024-08-30,0.0,0.0,completed,Free Plan,credit_card
125,329,2024-07-09,0.0,0.0,completed,Free Plan,bank_transfer
126,300,2022-08-24,29.99,0.0,completed,Premium Plan,credit_card
127,184,2024-11-28,29.99,0.0,completed,Premium Plan,paypal
128,403,2024-11-14,29.99,0.0,completed,Premium Plan,paypal
129,392,2024-09-28,9.99,0.0,completed,Basic Plan,bank_transfer
130,16,2023-12-21,9.99,0.0,completed,Basic Plan,credit_card
131,70,2024-09-11,9.99,0.0,completed,Basic Plan,bank_transfer
132,152,2023-10-23,0.0,0.0,completed,Free Plan,bank_transfer
133,332,2024-08-15,29.99,29.99,refunded,Premium Plan,credit_card
134,284,2024-12-24,0.0,0.0,completed,Free Plan,credit_card
135,3,2024-10-02,9.99,0.0,completed,Basic Plan,bank_transfer
136,281,2022-09-04,0.0,0.0,completed,Free Plan,bank_transfer
137,380,2024-10-12,9.99,0.0,completed,Basic Plan,paypal
138,464,2024-12-29,9.99,0.0,cancelled,Basic Plan,credit_card
139,83,2024-07-13,0.0,0.0,completed,Free Plan,paypal
140,100,2024-08-09,0.0,0.0,completed,Free Plan,bank_transfer
141,437,2023-11-13,29.99,0.0,cancelled,Premium Plan,bank_transfer
142,237,2024-11-04,9.99,0.0,completed,Basic Plan,credit_card
143,129,2024-05-18,29.99,0.0,completed,Premium Plan,bank_transfer
144,250,2023-08-05,0.0,0.0,completed,Free Plan,bank_transfer
145,336,2024-11-01,29.99,0.0,completed,Premium Plan,bank_transfer
146,36,2023-12-04,0.0,0.0,completed,Free Plan,paypal
147,169,2024-10-10,0.0,0.0,completed,Free Plan,bank_transfer
148,300,2022-12-12,29.99,0.0,completed,Premium Plan,paypal
149,414,2024-05-05,0.0,0.0,refunded,Free Plan,credit_card
150,3,2024-07-28,9.99,0.0,completed,Basic Plan,credit_card
151,365,2024-12-31,9.99,0.0,completed,Basic Plan,paypal
152,431,2023-10-21,29.99,0.0,completed,Premium Plan,bank_transfer
153,170,2024-03-20,9.99,0.0,completed,Basic Plan,paypal
154,397,2023-06-07,9.99,0.0,completed,Basic Plan,credit_card
155,90,2024-11-23,9.99,0.0,completed,Basic Plan,paypal
156,440,2024-04-26,0.0,0.0,cancelled,Free Plan,credit_card
157,135,2024-05-01,9.99,0.0,cancelled,Basic Plan,credit_card
158,373,2022-06-26,9.99,0.0,cancelled,Basic Plan,bank_transfer
159,324,2024-04-07,0.0,0.0,cancelled,Free Plan,bank_transfer
160,208,2024-10-11,9.99,0.0,completed,Basic Plan,credit_card
161,283,2024-11-27,0.0,0.0,completed,Free Plan,bank_transfer
162,242,2024-09-14,29.99,0.0,completed,Premium Plan,paypal
163,201,2024-12-06,0.0,0.0,cancelled,Free Plan,bank_transfer
164,376,2024-08-17,9.99,0.0,completed,Basic Plan,bank_transfer
165,262,2023-10-15,9.99,0.0,completed,Basic Plan,bank_transfer
166,6,2024-07-28,9.99,0.0,completed,Basic Plan,bank_transfer
167,351,2022-10-25,29.99,0.0,completed,Premium Plan,credit_card
168,229,2023-11-07,29.99,0.0,completed,Premium Plan,bank_transfer
169,338,2023-08-02,0.0,0.0,completed,Free Plan,paypal
170,481,2023-09-22,9.99,0.0,completed,Basic Plan,paypal
171,119,2022-05-14,0.0,0.0,completed,Free Plan,credit_card
172,22,2024-11-24,0.0,0.0,completed,Free Plan,paypal
173,199,2024-10-19,0.0,0.0,cancelled,Free Plan,credit_card
174,21,2024-04-05,9.99,0.0,completed,Basic Plan,bank_transfer
175,496,2024-02-10,0.0,0.0,completed,Free Plan,paypal
176,428,2023-10-17,29.99,0.0,completed,Premium Plan,bank_transfer
177,90,2024-10-20,9.99,0.0,completed,Basic Plan,paypal
178,301,2024-03-29,29.99,0.0,cancelled,Premium Plan,credit_card
179,265,2024-01-18,9.99,0.0,completed,Basic Plan,credit_card
180,265,2024-06-24,9.99,0.0,completed,Basic Plan,paypal
181,250,2024-11-20,0.0,0.0,completed,Free Plan,bank_transfer
182,4,2024-08-10,0.0,0.0,cancelled,Free Plan,paypal
183,85,2024-12-11,0.0,0.0,completed,Free Plan,bank_transfer
184,144,2022-12-12,9.99,0.0,completed,Basic Plan,credit_card
185,186,2024-01-13,29.99,0.0,completed,Premium Plan,credit_card
186,339,2024-01-08,9.99,0.0,completed,Basic Plan,paypal
187,369,2022-11-03,9.99,0.0,completed,Basic Plan,paypal
188,246,2023-02-04,9.99,0.0,completed,Basic Plan,bank_transfer
189,427,2024-08-02,0.0,0.0,completed,Free Plan,credit_card
190,66,2024-12-25,9.99,0.0,completed,Basic Plan,bank_transfer
191,21,2024-12-09,9.99,0.0,completed,Basic Plan,credit_card
192,86,2024-03-24,0.0,0.0,refunded,Free Plan,bank_transfer
193,491,2024-01-28,0.0,0.0,completed,Free Plan,bank_transfer
194,327,2024-03-17,0.0,0.0,cancelled,Free Plan,bank_transfer
195,339,2024-11-06,9.99,0.0,completed,Basic Plan,credit_card
196,111,2024-12-07,29.99,0.0,completed,Premium Plan,paypal
197,445,2024-12-05,0.0,0.0,completed,Free Plan,paypal
198,308,2024-02-04,29.99,0.0,completed,Premium Plan,credit_card
199,320,2024-04-24,9.99,0.0,completed,Basic Plan,bank_transfer
200,176,2024-09-22,9.99,0.0,completed,Basic Plan,credit_card
201,118,2024-11-30,0.0,0.0,completed,Free Plan,credit_card
202,9,2023-07-12,0.0,0.0,completed,Free Plan,bank_transfer
203,351,2023-07-12,29.99,0.0,cancelled,Premium Plan,bank_transfer
204,50,2023-02-07,0.0,0.0,completed,Free Plan,bank_transfer
205,308,2023-12-12,29.99,0.0,cancelled,Premium Plan,bank_transfer
206,258,2024-09-22,9.99,0.0,completed,Basic Plan,bank_transfer
207,67,2024-10-24,9.99,0.0,completed,Basic Plan,credit_card
208,460,2024-12-23,9.99,0.0,completed,Basic Plan,paypal
209,268,2023-09-06,0.0,0.0,completed,Free Plan,credit_card
210,358,2024-11-22,9.99,0.0,completed,Basic Plan,paypal
211,405,2024-02-22,0.0,0.0,completed,Free Plan,bank_transfer
212,465,2024-12-27,0.0,0.0,completed,Free Plan,credit_card
213,131,2024-09-23,9.99,0.0,completed,Basic Plan,credit_card
214,146,2024-10-08,9.99,0.0,cancelled,Basic Plan,paypal
215,132,2024-03-14,0.0,0.0,completed,Free Plan,bank_transfer
216,405,2022-01-17,0.0,0.0,completed,Free Plan,credit_card
217,267,2024-09-01,0.0,0.0,completed,Free Plan,credit_card
218,353,2024-11-22,29.99,0.0,completed,Premium Plan,paypal
219,55,2024-07-21,29.99,0.0,completed,Premium Plan,bank_transfer
220,130,2024-01-31,9.99,0.0,cancelled,Basic Plan,paypal
221,290,2024-12-27,0.0,0.0,completed,Free Plan,bank_transfer
222,204,2024-09-02,9.99,0.0,completed,Basic Plan,bank_transfer
223,402,2024-09-07,29.99,0.0,completed,Premium Plan,paypal
224,287,2024-11-16,0.0,0.0,completed,Free Plan,paypal
225,296,2024-08-20,0.0,0.0,completed,Free Plan,paypal
226,377,2022-10-12,0.0,0.0,cancelled,Free Plan,bank_transfer
227,61,2024-12-05,9.99,0.0,completed,Basic Plan,bank_transfer
228,487,2024-08-24,29.99,0.0,completed,Premium Plan,bank_transfer
229,206,2024-01-02,29.99,0.0,cancelled,Premium Plan,bank_transfer
230,357,2024-12-21,9.99,0.0,completed,Basic Plan,credit_card
231,200,2024-07-23,0.0,0.0,completed,Free Plan,credit_card
232,422,2022-12-03,29.99,0.0,completed,Premium Plan,bank_transfer
233,223,2024-07-08,0.0,0.0,completed,Free Plan,credit_card
234,190,2023-01-24,9.99,0.0,completed,Basic Plan,bank_transfer
235,197,2024-08-09,0.0,0.0,completed,Free Plan,bank_transfer
236,147,2023-09-23,0.0,0.0,refunded,Free Plan,credit_card
237,328,2023-12-17,0.0,0.0,completed,Free Plan,credit_card
238,436,2024-09-09,0.0,0.0,completed,Free Plan,credit_card
239,402,2024-10-20,29.99,0.0,completed,Premium Plan,bank_transfer
240,119,2022-12-19,0.0,0.0,completed,Free Plan,paypal
241,123,2024-10-11,29.99,0.0,completed,Premium Plan,credit_card
242,45,2024-08-03,0.0,0.0,completed,Free Plan,paypal
243,343,2024-05-31,9.99,0.0,completed,Basic Plan,credit_card
244,266,2023-11-15,0.0,0.0,completed,Free Plan,credit_card
245,471,2023-10-06,9.99,0.0,completed,Basic Plan,bank_transfer
246,425,2024-12-01,29.99,0.0,cancelled,Premium Plan,paypal
247,178,2024-02-21,9.99,0.0,completed,Basic Plan,credit_card
248,233,2024-10-21,9.99,0.0,completed,Basic Plan,paypal
249,90,2024-10-24,9.99,0.0,completed,Basic Plan,bank_transfer
250,38,2024-11-30,29.99,0.0,completed,Premium Plan,credit_card
251,412,2024-02-10,29.99,29.99,refunded,Premium Plan,bank_transfer
252,417,2024-08-23,0.0,0.0,completed,Free Plan,bank_transfer
253,227,2024-08-28,29.99,0.0,completed,Premium Plan,credit_card
254,388,2024-06-02,29.99,29.99,refunded,Premium Plan,paypal
255,349,2024-11-29,9.99,0.0,cancelled,Basic Plan,credit_card
256,247,2023-11-27,29.99,0.0,completed,Premium Plan,paypal
257,325,2024-05-30,9.99,0.0,completed,Basic Plan,credit_card
258,410,2024-10-04,0.0,0.0,completed,Free Plan,paypal
259,265,2024-11-04,9.99,0.0,completed,Basic Plan,paypal
260,128,2023-10-10,29.99,0.0,completed,Premium Plan,bank_transfer
261,384,2024-07-22,9.99,0.0,completed,Basic Plan,credit_card
262,244,2024-08-04,9.99,0.0,completed,Basic Plan,bank_transfer
263,138,2024-04-20,0.0,0.0,refunded,Free Plan,bank_transfer
264,477,2024-11-13,29.99,0.0,completed,Premium Plan,bank_transfer
265,103,2024-03-30,9.99,0.0,completed,Basic Plan,paypal
266,106,2024-01-10,29.99,0.0,completed,Premium Plan,credit_card
267,429,2024-03-28,9.99,0.0,completed,Basic Plan,credit_card
268,62,2023-05-03,0.0,0.0,completed,Free Plan,bank_transfer
269,253,2024-03-18,9.99,0.0,completed,Basic Plan,bank_transfer
270,491,2023-01-21,0.0,0.0,cancelled,Free Plan,paypal
271,318,2024-08-26,0.0,0.0,completed,Free Plan,bank_transfer
272,445,2024-05-07,0.0,0.0,completed,Free Plan,bank_transfer
273,144,2023-06-21,9.99,0.0,completed,Basic Plan,bank_transfer
274,66,2024-12-23,9.99,0.0,completed,Basic Plan,paypal
275,245,2024-07-05,0.0,0.0,completed,Free Plan,paypal
276,202,2024-12-06,29.99,0.0,completed,Premium Plan,paypal
277,500,2023-10-28,9.99,0.0,completed,Basic Plan,paypal
278,162,2024-06-21,0.0,0.0,completed,Free Plan,bank_transfer
279,108,2024-03-30,9.99,0.0,completed,Basic Plan,paypal
280,186,2024-01-24,29.99,0.0,cancelled,Premium Plan,credit_card
281,281,2023-03-05,0.0,0.0,completed,Free Plan,paypal
282,491,2024-08-27,0.0,0.0,completed,Free Plan,credit_card
283,256,2024-11-03,9.99,0.0,completed,Basic Plan,bank_transfer
284,386,2024-12-06,0.0,0.0,completed,Free Plan,paypal
285,144,2023-08-14,9.99,0.0,completed,Basic Plan,credit_card
286,295,2024-12-24,0.0,0.0,completed,Free Plan,credit_card
287,370,2023-07-12,29.99,0.0,cancelled,Premium Plan,bank_transfer
288,222,2024-07-28,9.99,0.0,completed,Basic Plan,bank_transfer
289,77,2023-10-14,9.99,0.0,cancelled,Basic Plan,credit_card
290,216,2023-08-09,0.0,0.0,completed,Free Plan,bank_transfer
291,265,2024-11-02,9.99,0.0,completed,Basic Plan,paypal
292,154,2023-01-22,29.99,0.0,completed,Premium Plan,bank_transfer
293,25,2023-06-12,29.99,0.0,completed,Premium Plan,credit_card
294,31,2023-02-16,29.99,0.0,cancelled,Premium Plan,paypal
295,430,2024-11-22,0.0,0.0,completed,Free Plan,bank_transfer
296,172,2024-10-26,0.0,0.0,completed,Free Plan,bank_transfer
297,286,2024-10-28,9.99,0.0,completed,Basic Plan,paypal
298,63,2024-07-26,9.99,0.0,cancelled,Basic Plan,bank_transfer
299,102,2024-01-14,9.99,0.0,completed,Basic Plan,bank_transfer
300,276,2023-01-16,0.0,0.0,refunded,Free Plan,paypal
301,182,2024-04-07,9.99,0.0,completed,Basic Plan,paypal
302,397,2024-08-22,9.99,0.0,completed,Basic Plan,credit_card
303,196,2024-09-25,29.99,0.0,completed,Premium Plan,bank_transfer
304,490,2023-10-20,29.99,0.0,cancelled,Premium Plan,bank_transfer
305,414,2024-05-27,0.0,0.0,completed,Free Plan,bank_transfer
306,293,2024-06-12,29.99,0.0,cancelled,Premium Plan,credit_card
307,41,2023-11-27,0.0,0.0,completed,Free Plan,paypal
308,163,2024-07-07,29.99,0.0,completed,Premium Plan,paypal
309,310,2024-03-23,9.99,0.0,completed,Basic Plan,paypal
310,400,2023-09-08,29.99,0.0,completed,Premium Plan,bank_transfer
311,495,2024-12-31,9.99,0.0,completed,Basic Plan,credit_card
312,438,2023-11-30,0.0,0.0,completed,Free Plan,credit_card
313,339,2024-01-19,9.99,9.99,refunded,Basic Plan,bank_transfer
314,384,2023-10-27,9.99,0.0,completed,Basic Plan,paypal
315,53,2023-09-24,29.99,0.0,completed,Premium Plan,paypal
316,281,2022-08-03,0.0,0.0,completed,Free Plan,paypal
317,269,2023-03-22,0.0,0.0,completed,Free Plan,bank_transfer
318,80,2022-11-17,0.0,0.0,completed,Free Plan,paypal
319,159,2023-04-14,9.99,0.0,completed,Basic Plan,paypal
320,227,2023-12-15,29.99,0.0,completed,Premium Plan,credit_card
321,15,2022-06-15,9.99,0.0,completed,Basic Plan,paypal
322,443,2024-11-14,9.99,0.0,completed,Basic Plan,bank_transfer
323,479,2023-10-29,9.99,0.0,completed,Basic Plan,credit_card
324,497,2023-01-17,9.99,0.0,completed,Basic Plan,paypal
325,324,2024-10-31,0.0,0.0,completed,Free Plan,bank_transfer
326,274,2024-12-10,9.99,0.0,cancelled,Basic Plan,paypal
327,277,2024-08-04,29.99,0.0,cancelled,Premium Plan,paypal
328,158,2024-05-02,9.99,0.0,completed,Basic Plan,credit_card
329,156,2022-05-15,29.99,0.0,completed,Premium Plan,credit_card
330,177,2023-10-07,9.99,0.0,completed,Basic Plan,credit_card
331,353,2024-01-07,29.99,29.99,refunded,Premium Plan,paypal
332,154,2022-05-20,29.99,0.0,completed,Premium Plan,paypal
333,306,2024-06-25,29.99,0.0,completed,Premium Plan,bank_transfer
334,192,2023-03-31,29.99,0.0,completed,Premium Plan,bank_transfer
335,224,2024-05-24,9.99,0.0,completed,Basic Plan,bank_transfer
336,378,2024-10-30,29.99,0.0,completed,Premium Plan,paypal
337,113,2024-10-10,0.0,0.0,completed,Free Plan,bank_transfer
338,123,2024-08-01,29.99,0.0,completed,Premium Plan,bank_transfer
339,414,2024-03-21,0.0,0.0,completed,Free Plan,bank_transfer
340,273,2024-10-15,29.99,0.0,completed,Premium Plan,credit_card
341,437,2023-11-21,29.99,0.0,completed,Premium Plan,paypal
342,57,2024-07-30,9.99,0.0,completed,Basic Plan,paypal
343,140,2024-08-20,0.0,0.0,completed,Free Plan,credit_card
344,165,2022-08-29,9.99,0.0,completed,Basic Plan,bank_transfer
345,12,2024-06-24,9.99,9.99,refunded,Basic Plan,paypal
346,138,2024-03-22,0.0,0.0,completed,Free Plan,bank_transfer
347,5,2024-04-03,29.99,0.0,completed,Premium Plan,credit_card
348,253,2024-07-04,9.99,0.0,completed,Basic Plan,paypal
349,403,2024-12-09,29.99,29.99,refunded,Premium Plan,paypal
350,357,2024-01-22,9.99,0.0,completed,Basic Plan,credit_card
351,29,2023-05-11,0.0,0.0,completed,Free Plan,credit_card
352,279,2024-10-02,9.99,0.0,completed,Basic Plan,paypal
353,419,2024-04-21,9.99,0.0,cancelled,Basic Plan,credit_card
354,499,2024-11-16,0.0,0.0,completed,Free Plan,paypal
355,127,2024-07-29,0.0,0.0,refunded,Free Plan,credit_card
356,236,2023-09-02,29.99,0.0,completed,Premium Plan,credit_card
357,243,2023-09-08,9.99,0.0,completed,Basic Plan,paypal
358,480,2024-06-18,29.99,0.0,completed,Premium Plan,bank_transfer
359,22,2024-12-04,0.0,0.0,refunded,Free Plan,bank_transfer
360,63,2024-07-01,9.99,0.0,completed,Basic Plan,paypal
361,102,2023-06-07,9.99,0.0,cancelled,Basic Plan,bank_transfer
362,112,2023-09-24,29.99,0.0,completed,Premium Plan,paypal
363,167,2023-10-02,0.0,0.0,completed,Free Plan,paypal
364,300,2022-11-08,29.99,0.0,completed,Premium Plan,credit_card
365,5,2023-12-27,29.99,0.0,completed,Premium Plan,bank_transfer
366,244,2024-12-27,9.99,0.0,completed,Basic Plan,credit_card
367,128,2023-01-17,29.99,0.0,completed,Premium Plan,bank_transfer
368,317,2024-08-07,9.99,9.99,refunded,Basic Plan,bank_transfer
369,31,2022-09-10,29.99,0.0,completed,Premium Plan,credit_card
370,360,2024-12-18,0.0,0.0,completed,Free Plan,credit_card
371,250,2023-04-27,0.0,0.0,completed,Free Plan,bank_transfer
372,404,2024-10-13,9.99,0.0,cancelled,Basic Plan,paypal
373,376,2024-06-28,9.99,0.0,completed,Basic Plan,paypal
374,184,2024-08-15,29.99,0.0,completed,Premium Plan,credit_card
375,249,2024-04-26,0.0,0.0,completed,Free Plan,bank_transfer
376,357,2024-09-12,9.99,0.0,completed,Basic Plan,credit_card
377,279,2024-08-01,9.99,0.0,completed,Basic Plan,paypal
378,141,2024-06-14,29.99,0.0,completed,Premium Plan,credit_card
379,231,2024-06-25,29.99,0.0,cancelled,Premium Plan,bank_transfer
380,188,2024-11-09,29.99,0.0,completed,Premium Plan,bank_transfer
381,260,2024-07-18,0.0,0.0,completed,Free Plan,credit_card
382,318,2024-09-08,0.0,0.0,completed,Free Plan,credit_card
383,165,2024-08-17,9.99,0.0,completed,Basic Plan,bank_transfer
384,420,2023-12-02,9.99,0.0,completed,Basic Plan,bank_transfer
385,255,2023-01-05,0.0,0.0,completed,Free Plan,paypal
386,210,2024-04-11,0.0,0.0,completed,Free Plan,credit_card
387,268,2024-05-07,0.0,0.0,completed,Free Plan,credit_card
388,92,2023-11-25,9.99,0.0,completed,Basic Plan,paypal
389,99,2022-12-10,9.99,0.0,completed,Basic Plan,bank_transfer
390,429,2023-08-05,9.99,0.0,completed,Basic Plan,bank_transfer
391,320,2024-04-16,9.99,0.0,completed,Basic Plan,credit_card
392,311,2024-11-10,9.99,0.0,completed,Basic Plan,credit_card
393,336,2024-12-03,29.99,29.99,refunded,Premium Plan,credit_card
394,240,2024-09-30,0.0,0.0,completed,Free Plan,paypal
395,286,2024-12-08,9.99,0.0,cancelled,Basic Plan,bank_transfer
396,30,2024-09-24,29.99,0.0,completed,Premium Plan,bank_transfer
397,21,2024-07-01,9.99,0.0,completed,Basic Plan,paypal
398,40,2024-05-16,9.99,9.99,refunded,Basic Plan,credit_card
399,52,2024-03-18,9.99,0.0,completed,Basic Plan,credit_card
400,99,2024-02-20,9.99,0.0,completed,Basic Plan,bank_transfer
401,321,2024-06-25,0.0,0.0,completed,Free Plan,bank_transfer
402,213,2024-05-04,0.0,0.0,completed,Free Plan,bank_transfer
403,296,2024-08-23,0.0,0.0,completed,Free Plan,bank_transfer
404,341,2024-08-12,29.99,0.0,cancelled,Premium Plan,credit_card
